Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_20,MA_50,MA_200,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Daily_Return,Volatility,Lag_1,Lag_2,Lag_5,Target
2021-12-27 00:00:00-05:00,171.03700256347656,172.9429931640625,169.2154998779297,169.66949462890625,58688000,0.0,0.0,171.8591522216797,172.93847076416014,168.9590926361084,47.169269286777684,-1.133400836910596,-0.8846689479674558,171.8591522216797,177.62139178729072,166.09691265606867,62858100.0,0.9336585101999583,-0.008178022851368039,0.01536250495855451,171.06849670410156,171.03700256347656,170.0175018310547,1
2021-12-28 00:00:00-05:00,170.1824951171875,172.17599487304688,169.135498046875,170.66099548339844,54638000,0.0,0.0,171.48827667236327,172.9426705932617,169.04197761535644,39.499325726503486,-1.0662825725774212,-0.9209916728894488,171.48827667236327,176.4665539414968,166.50999940322973,62324400.0,0.8766710951088177,0.005843719029521299,0.014897840894696783,169.66949462890625,171.06849670410156,167.07899475097656,0
2021-12-29 00:00:00-05:00,170.83999633789062,171.21200561523438,168.60049438476562,169.2010040283203,35754000,0.0,0.0,171.18065185546874,172.87995056152343,169.11501762390137,37.42362053556651,-1.1180122243160326,-0.9603957831747657,171.18065185546874,175.90727105639274,166.45403265454473,60111000.0,0.5947996207017019,-0.0085549217086347,0.014655654736087386,170.66099548339844,169.66949462890625,170.41700744628906,0
2021-12-30 00:00:00-05:00,169.6999969482422,170.88800048828125,168.5240020751953,168.64450073242188,37584000,0.0,0.0,171.00357666015626,172.80869049072265,169.1743076324463,39.46469596157102,-1.1901936990055617,-1.0063553663409248,171.00357666015626,175.83578502289583,166.17136829741668,58244400.0,0.6452809197107361,-0.0032890070546229833,0.014150146813402974,169.2010040283203,170.66099548339844,171.03700256347656,0
2021-12-31 00:00:00-05:00,168.95599365234375,169.35000610351562,166.55850219726562,166.7169952392578,47830000,0.0,0.0,170.74602661132812,172.7279702758789,169.2508950805664,39.51214056931107,-1.386943797444843,-1.0824730525617086,170.74602661132812,175.92116042492822,165.57089279772802,57399600.0,0.8332810681607538,-0.011429400216389607,0.014343250022460459,168.64450073242188,169.2010040283203,171.06849670410156,1
2022-01-03 00:00:00-05:00,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,63520000,0.0,0.0,170.79177627563476,172.70105010986327,169.33417755126953,51.536325601430875,-1.2311275634876324,-1.1122039547468934,170.79177627563476,175.93622604462536,165.64732650664416,56540000.0,1.123452423063318,0.022118320898886212,0.014945919762400992,166.7169952392578,168.64450073242188,169.66949462890625,0
2022-01-04 00:00:00-05:00,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,70726000,0.0,0.0,170.5994514465332,172.71594024658202,169.3940700531006,47.35296948448027,-1.32496176075216,-1.1547555159479468,170.5994514465332,175.93709345773505,165.26180943533137,56633300.0,1.2488412294533429,-0.016915587005979504,0.01519912784210828,170.4044952392578,166.7169952392578,170.66099548339844,0
2022-01-05 00:00:00-05:00,166.88299560546875,167.12649536132812,164.35699462890625,164.35699462890625,64302000,0.0,0.0,170.0090759277344,172.68271026611328,169.4314800262451,34.33258039309459,-1.6358586167708324,-1.250976136112524,170.0090759277344,175.36694444712256,164.6512074083462,56527900.0,1.1375267788118788,-0.018893091563845,0.01406181796113196,167.52200317382812,170.4044952392578,169.2010040283203,0
2022-01-06 00:00:00-05:00,163.45050048828125,164.8000030517578,161.93699645996094,163.25399780273438,51958000,0.0,0.0,169.36387557983397,172.5717202758789,169.47598251342774,38.875901432864254,-1.9487848619869794,-1.3905378812874152,169.36387557983397,174.711834787062,164.01591637260594,56863100.0,0.9137384349428715,-0.006710981961323137,0.014057769830246005,164.35699462890625,167.52200317382812,168.64450073242188,0
2022-01-07 00:00:00-05:00,163.83900451660156,165.24349975585938,162.031005859375,162.5540008544922,46606000,0.0,0.0,168.78302536010742,172.43031036376954,169.5271875,34.95292636677196,-2.2275868350276085,-1.557947672035454,168.78302536010742,174.44678513150808,163.11926558870675,56890300.0,0.819225773110706,-0.004287778294336242,0.013945923012531395,163.25399780273438,164.35699462890625,166.7169952392578,0
2022-01-10 00:00:00-05:00,160.5854949951172,161.6614990234375,156.30450439453125,161.48599243164062,87798000,0.0,0.0,168.24672470092773,172.21346008300782,169.57160995483397,37.804185817782304,-2.505833077437586,-1.7475247531158806,168.24672470092773,174.53970736053387,161.9537420413216,58245700.0,1.5073730764674473,-0.006570176170610398,0.013845426610883718,162.5540008544922,163.25399780273438,170.4044952392578,1
2022-01-11 00:00:00-05:00,161.5,166.35000610351562,160.70150756835938,165.36199951171875,62806000,0.0,0.0,168.03644943237305,172.1482699584961,169.6294874572754,39.22999949934948,-2.3860786219128443,-1.8752355268752736,168.03644943237305,174.42394727769678,161.6489515870493,58277500.0,1.077705804126807,0.024002125643924677,0.014780152502926226,161.48599243164062,162.5540008544922,167.52200317382812,0
