Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_20,MA_50,MA_200,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Daily_Return,Volatility,Lag_1,Lag_2,Lag_5,Target
2021-12-27 00:00:00-05:00,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,71145900,0.0,0.0,339.9258331298828,347.7785992431641,258.07253379821776,58.56684648823404,-3.266194253767992,-5.787331697282787,339.9258331298828,387.4667261571038,292.3849401026618,73279230.0,0.9708876580717346,0.02524839149906688,0.04152737566883238,355.6666564941406,336.2900085449219,310.8566589355469,0
2021-12-28 00:00:00-05:00,369.8299865722656,373.0,359.47332763671875,362.8233337402344,60324000,0.0,0.0,339.11716613769534,349.41486572265626,258.7067504882813,54.0050583483518,-0.8946544505658949,-4.808796247939409,339.11716613769534,384.3541666804463,293.88016559494434,73375755.0,0.8221244197078449,-0.00500027534279357,0.03986645114023459,364.6466674804688,355.6666564941406,299.9800109863281,0
2021-12-29 00:00:00-05:00,366.21331787109375,368.0,354.7133178710937,362.0633239746094,56154000,0.0,0.0,338.14099884033203,350.8553985595703,259.38893379211424,51.94254115269876,0.9129574874550599,-3.664445500860515,338.14099884033203,380.2539894400616,296.02800824060245,72119655.0,0.7786226930786067,-0.0020947102761840197,0.039819096800084865,362.8233337402344,364.6466674804688,312.84332275390625,0
2021-12-30 00:00:00-05:00,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,47040900,0.0,0.0,337.72999877929686,352.22919860839846,260.0031504821777,58.44030513557554,1.8973117539427449,-2.552094049899863,337.72999877929686,378.88892528153133,296.5710722770624,71049180.0,0.6620892739367294,-0.014592268383646134,0.03874027787819394,362.0633239746094,362.8233337402344,336.2900085449219,0
2021-12-31 00:00:00-05:00,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,40733700,0.0,0.0,337.2663330078125,353.5023986816406,260.67585052490233,55.037896544522056,2.2863387735596348,-1.5844074852079637,337.2663330078125,377.4946158007356,297.0380502148894,69430125.0,0.5866862547057203,-0.012668840823859995,0.03878582797777647,356.7799987792969,362.0633239746094,355.6666564941406,1
2022-01-03 00:00:00-05:00,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,103931400,0.0,0.0,340.34649963378905,355.54093200683593,261.5840338897705,73.9653844815899,6.367545204147518,0.005983052663132815,340.34649963378905,389.3845011858443,291.30849808173383,70010595.0,1.4845095945835056,0.1353166841897706,0.046461117870193344,352.260009765625,356.7799987792969,364.6466674804688,0
2022-01-04 00:00:00-05:00,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,100248300,0.0,0.0,342.6894989013672,357.14033203125,262.38335052490237,68.05435242398211,8.157919221178645,1.6363702863662353,342.6894989013672,395.27068580056175,290.1083120021726,70939860.0,1.4131448807482845,-0.041832696836128,0.047760597290855904,399.9266662597656,352.260009765625,362.8233337402344,0
2022-01-05 00:00:00-05:00,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,80119800,0.0,0.0,343.29566497802733,357.5620654296875,263.09328384399413,59.781571662394136,7.833137030968658,2.87572363528672,343.29566497802733,396.53541306158354,290.0559168944711,72141615.0,1.110590607099661,-0.05347121367683638,0.04888316562032215,383.1966552734375,399.9266662597656,362.0633239746094,0
2022-01-06 00:00:00-05:00,359.0,362.6666564941406,340.1666564941406,354.8999938964844,90336600,0.0,0.0,343.22466430664065,357.8705322265625,263.8173338317871,62.5821917247023,6.866657138023413,3.6739103358340586,343.22466430664065,396.3950207494095,290.05430786387177,74563125.0,1.2115452510875853,-0.02152337383085412,0.04906377476289572,362.7066650390625,383.1966552734375,356.7799987792969,0
2022-01-07 00:00:00-05:00,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,84164700,0.0,0.0,343.6106643676758,357.79786560058596,264.4616172027588,58.14255037012993,5.02765935131265,3.944660138929777,343.6106643676758,396.62926303959256,290.592065695759,75799440.0,1.110360445934693,-0.035446567451716815,0.04768300303907827,354.8999938964844,362.7066650390625,352.260009765625,1
