Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-15 00:00:00-04:00,118.25280599447676,120.77545095974142,117.28854502762586,120.76570892333984,92403800,0.0,0.0
2021-03-16 00:00:00-04:00,122.4312508542222,123.9117284110974,121.47673927373422,122.30463409423828,115227900,0.0,0.0
2021-03-17 00:00:00-04:00,120.82414250531377,122.58707194968112,119.15860369194408,121.51567840576172,111932600,0.0,0.0
2021-03-18 00:00:00-04:00,119.68456358302885,119.97676520351848,117.1911374972353,117.39567565917969,121229700,0.0,0.0
2021-03-19 00:00:00-04:00,116.78205680531912,118.27226866588653,116.56777661577428,116.86971282958984,185549500,0.0,0.0
2021-03-22 00:00:00-04:00,117.20088106018801,120.6488260443175,117.13270167198472,120.18130493164062,111912300,0.0,0.0
2021-03-23 00:00:00-04:00,120.12287382459728,121.0092059173222,118.96381673388366,119.3534164428711,95467100,0.0,0.0
2021-03-24 00:00:00-04:00,119.62613612617307,119.70405755554833,116.94764829711929,116.96712493896484,88530500,0.0,0.0
2021-03-25 00:00:00-04:00,116.43144110431777,118.49631456122934,115.90548256064227,117.45413208007812,98844700,0.0,0.0
2021-03-26 00:00:00-04:00,117.22036947257719,118.32098926109825,115.82755546141085,118.0580062866211,94071200,0.0,0.0
2021-03-29 00:00:00-04:00,118.48655542775977,119.3923715504468,117.59048134086395,118.23331451416016,80819200,0.0,0.0
2021-03-30 00:00:00-04:00,116.98661215897457,117.26907177481125,115.76911765846987,116.78207397460938,85671900,0.0,0.0
2021-03-31 00:00:00-04:00,118.4865815437807,120.30794879540358,117.99958368082311,118.97357940673828,118323800,0.0,0.0
2021-04-01 00:00:00-04:00,120.44428559619276,120.95075998024407,119.30470522783453,119.80144500732422,75089100,0.0,0.0
2021-04-05 00:00:00-04:00,120.6488503978394,122.8793014492825,119.86965086309161,122.62606048583984,88651200,0.0,0.0
